File_ID,File_name,Topic_ID,Tag_ID,Tag_Name,Created_Year,Created_Month
149,5023_08_Ankle_Sprains_MM_CN_sps.pdf,5023,5,Trauma,2016,03_March
149,5023_08_Ankle_Sprains_MM_CN_sps.pdf,5023,39,Orthopedics,2016,03_March
151,5024_10_Paper_Chase_1_MM_CN_sps.pdf,5024,15,Risk Management/Medical Errors Prevention,2016,03_March
153,5025_07_What_does_Low_Risk_Chest_Pain_Really_Mean_MM_CN_sps.pdf,5025,10,Cardiovascular,2016,03_March
153,5025_07_What_does_Low_Risk_Chest_Pain_Really_Mean_MM_CN_sps.pdf,5025,17,Medicolegal,2016,03_March
155,5026_05_The_First_90_Seconds__Cardiac_Arrest_MM_CN_sps.pdf,5026,6,Resuscitation,2016,03_March
157,5027_09_Cardiology_Corner__Syncope_MM_CN_sps.pdf,5027,10,Cardiovascular,2016,03_March
159,5028_11_Paper_Chase_2_MM_CN_sps.pdf,5028,1,Pediatrics,2016,03_March
161,5029_06_LIN_Session__IV_Push_Antibiotics_MM_CN_sps.pdf,5029,9,Infectious Disease,2016,03_March
161,5029_06_LIN_Session__IV_Push_Antibiotics_MM_CN_sps.pdf,5029,21,Pharmacology/ Toxicology,2016,03_March
163,5030_16_Transgender_Patients_in_the_ED_MM_CN_sps.pdf,5030,63,Cultural Competence,2016,03_March
165,5031_12_Paper_Chase_3_MM_CN_sps.pdf,5031,6,Resuscitation,2016,03_March
165,5031_12_Paper_Chase_3_MM_CN_sps.pdf,5031,82,Renal,2016,03_March
167,5032_03_The_Inside_Scoop_on_Icatibant_MM_CN_sps.pdf,5032,2,Toxicology/Pharmacology,2016,03_March
169,5033_04_Second_Degree_Burns_MM_CN_sps.pdf,5033,5,Trauma,2016,03_March
169,5033_04_Second_Degree_Burns_MM_CN_sps.pdf,5033,51,Burns,2016,03_March
171,5034_02_PE_in_Pregnancy_MM_CN_sps.pdf,5034,26,Pulmonary Embolism,2016,03_March
171,5034_02_PE_in_Pregnancy_MM_CN_sps.pdf,5034,28,Decision Instruments,2016,03_March
171,5034_02_PE_in_Pregnancy_MM_CN_sps.pdf,5034,42,Women's Health,2016,03_March
173,5035_13_Paper_Chase_4_MM_CN_sps.pdf,5035,1,Pediatrics,2016,03_March
173,5035_13_Paper_Chase_4_MM_CN_sps.pdf,5035,21,Pharmacology/ Toxicology,2016,03_March
175,5036_17_Annals_of_Emergency_Medicine_MM_CN_sps.pdf,5036,4,Neurology,2016,03_March
175,5036_17_Annals_of_Emergency_Medicine_MM_CN_sps.pdf,5036,53,Neurosurgery,2016,03_March
177,5037_15_Petechiae_in_Kids_MM_CN_sps.pdf,5037,1,Pediatrics,2016,03_March
177,5037_15_Petechiae_in_Kids_MM_CN_sps.pdf,5037,9,Infectious Disease,2016,03_March
177,5037_15_Petechiae_in_Kids_MM_CN_sps.pdf,5037,29,Dermatology,2016,03_March
179,5038_14_Paper_Chase_5_MM_CN_sps.pdf,5038,5,Trauma,2016,03_March
179,5038_14_Paper_Chase_5_MM_CN_sps.pdf,5038,18,Diagnostic Imaging,2016,03_March
181,5039_18_Summary_MM_CN_sps.pdf,5039,17,Medicolegal,2016,03_March
189,5043_09_Paper_Chase_1_–_Is_Droperidol_Safe_MM_CN_sps.pdf,5043,2,Toxicology/Pharmacology,2016,02_February
189,5043_09_Paper_Chase_1_–_Is_Droperidol_Safe_MM_CN_sps.pdf,5043,15,Risk Management/Medical Errors Prevention,2016,02_February
191,5044_15_Do_We_Still_Need_the_Cervical_Collar_MM_CN_sps.pdf,5044,5,Trauma,2016,02_February
193,5045_10_Paper_Chase_2_–_Ketamine_for_Pain_MM_CN_sps.pdf,5045,2,Toxicology/Pharmacology,2016,02_February
193,5045_10_Paper_Chase_2_–_Ketamine_for_Pain_MM_CN_sps.pdf,5045,23,Pain Management,2016,02_February
195,5046_02_Pharmacology_Tramadol_MM_CN_sps.pdf,5046,2,Toxicology/Pharmacology,2016,02_February
195,5046_02_Pharmacology_Tramadol_MM_CN_sps.pdf,5046,10,Cardiovascular,2016,02_February
197,5047_16_Doc_In_The_Bay_Bleeding_MM_CN_sps.pdf,5047,5,Trauma,2016,02_February
199,5048_04_Mythbus_Loop_Diuretic_MM_CN_sps.pdf,5048,2,Toxicology/Pharmacology,2016,02_February
199,5048_04_Mythbus_Loop_Diuretic_MM_CN_sps.pdf,5048,6,Resuscitation,2016,02_February
199,5048_04_Mythbus_Loop_Diuretic_MM_CN_sps.pdf,5048,10,Cardiovascular,2016,02_February
201,5049_03_Pharmacology_Antipressants_MM_CN_sps.pdf,5049,2,Toxicology/Pharmacology,2016,02_February
203,5050_06_Atrial_Fibrillation_ADP_Cardioversion_MM_CN_sps.pdf,5050,10,Cardiovascular,2016,02_February
205,5051_11_Paper_Chase_3_–_No_Need_To_Irrigate_Abscesses_MM_CN_sps.pdf,5051,5,Trauma,2016,02_February
205,5051_11_Paper_Chase_3_–_No_Need_To_Irrigate_Abscesses_MM_CN_sps.pdf,5051,9,Infectious Disease,2016,02_February
207,5052_07_Atrial_Fibrillation_ADP_-_Anticoag_MM_CN_sps.pdf,5052,10,Cardiovascular,2016,02_February
209,5053_12_Paper_Chase_4_–_Who_Should_Get_a_Foley_MM_CN_sps.pdf,5053,47,Genitourinary,2016,02_February
211,5054_17_Out_of_Hospital_Cardiac_Arrest_MM_CN_sps.pdf,5054,6,Resuscitation,2016,02_February
211,5054_17_Out_of_Hospital_Cardiac_Arrest_MM_CN_sps.pdf,5054,10,Cardiovascular,2016,02_February
211,5054_17_Out_of_Hospital_Cardiac_Arrest_MM_CN_sps.pdf,5054,25,Pre-Hospital Care,2016,02_February
213,5055_13_Paper_Chase_5_–_Workload_and_Work_Quality_MM_CN_sps.pdf,5055,15,Risk Management/Medical Errors Prevention,2016,02_February
215,5056_14_AEM_Limp_MM_CN_sps.pdf,5056,1,Pediatrics,2016,02_February
217,5057_05_Bougie_Every_Intubation_MM_CN_sps.pdf,5057,22,Airway,2016,02_February
222,5061_18_February_Summary_MM_CN_sps.pdf,5061,85,N/A,2016,02_February
224,5062_01_Introduction_MM_CN_sps.pdf,5062,2,Toxicology/Pharmacology,2016,04_April
224,5062_01_Introduction_MM_CN_sps.pdf,5062,36,Gastroenterology,2016,04_April
226,5063_04_Pediatric_Pearls_-_Tough_Peds_IV_Access_MM_CN_sps.pdf,5063,1,Pediatrics,2016,04_April
226,5063_04_Pediatric_Pearls_-_Tough_Peds_IV_Access_MM_CN_sps.pdf,5063,6,Resuscitation,2016,04_April
228,5064_11_Paper_Chase_1_-_How_Often_Does_CT_Miss_SAH_MM_CN_sps.pdf,5064,4,Neurology,2016,04_April
228,5064_11_Paper_Chase_1_-_How_Often_Does_CT_Miss_SAH_MM_CN_sps.pdf,5064,18,Diagnostic Imaging,2016,04_April
230,5065_16_Needlesticks_sps.pdf,5065,9,Infectious Disease,2016,04_April
232,5066_17_Point-Of-Care_Troponin_MM_CN_sps.pdf,5066,10,Cardiovascular,2016,04_April
232,5066_17_Point-Of-Care_Troponin_MM_CN_sps.pdf,5066,20,Administration,2016,04_April
232,5066_17_Point-Of-Care_Troponin_MM_CN_sps.pdf,5066,38,Laboratory,2016,04_April
234,5067_12_Paper_Chase_2_-_Febrile_Seizures_and_Risk_of_Meningitis_sps.pdf,5067,1,Pediatrics,2016,04_April
234,5067_12_Paper_Chase_2_-_Febrile_Seizures_and_Risk_of_Meningitis_sps.pdf,5067,9,Infectious Disease,2016,04_April
236,5068_09_Stabbed_in_the_Chest_MM_CN_sps.pdf,5068,5,Trauma,2016,04_April
238,5069_08_Transvenous_Pacemaker_MM_CN_sps.pdf,5069,10,Cardiovascular,2016,04_April
240,5070_05_Severe_Burn_Management_MM_CN_sps.pdf,5070,5,Trauma,2016,04_April
240,5070_05_Severe_Burn_Management_MM_CN_sps.pdf,5070,6,Resuscitation,2016,04_April
240,5070_05_Severe_Burn_Management_MM_CN_sps.pdf,5070,51,Burns,2016,04_April
242,5071_13_Paper_Chase_3_-_Prescribing_Adolescents_Opioids_sps.pdf,5071,2,Toxicology/Pharmacology,2016,04_April
242,5071_13_Paper_Chase_3_-_Prescribing_Adolescents_Opioids_sps.pdf,5071,7,Pain and Palliative Care,2016,04_April
242,5071_13_Paper_Chase_3_-_Prescribing_Adolescents_Opioids_sps.pdf,5071,44,Controlled Substances/Drug Diversion,2016,04_April
244,5072_06_Physostigmine_MM_CN_sps.pdf,5072,2,Toxicology/Pharmacology,2016,04_April
246,5073_02_Extraglottic_Airway_MM_CN_sps.pdf,5073,22,Airway,2016,04_April
246,5073_02_Extraglottic_Airway_MM_CN_sps.pdf,5073,25,Pre-Hospital Care,2016,04_April
248,5074_03_Doc_In_The_Bay_-_Radio_EMS_MM_CN_sps.pdf,5074,17,Medicolegal,2016,04_April
248,5074_03_Doc_In_The_Bay_-_Radio_EMS_MM_CN_sps.pdf,5074,46,EMS/Pre-Hospital Care,2016,04_April
250,5075_14_Paper_Chase_4_-_Oxycodone_vs_Hydrocodone_MM_CN_sps.pdf,5075,2,Toxicology/Pharmacology,2016,04_April
250,5075_14_Paper_Chase_4_-_Oxycodone_vs_Hydrocodone_MM_CN_sps.pdf,5075,23,Pain Management,2016,04_April
252,5076_07_Critical_Care_Mailbag_sps.pdf,5076,2,Toxicology/Pharmacology,2016,04_April
252,5076_07_Critical_Care_Mailbag_sps.pdf,5076,9,Infectious Disease,2016,04_April
252,5076_07_Critical_Care_Mailbag_sps.pdf,5076,10,Cardiovascular,2016,04_April
252,5076_07_Critical_Care_Mailbag_sps.pdf,5076,22,Airway,2016,04_April
252,5076_07_Critical_Care_Mailbag_sps.pdf,5076,27,Sepsis,2016,04_April
254,5077_10_Annals_of_Emergency_Medicine_-_Phytophotodermatitis_MM_CN_sps.pdf,5077,21,Pharmacology/ Toxicology,2016,04_April
254,5077_10_Annals_of_Emergency_Medicine_-_Phytophotodermatitis_MM_CN_sps.pdf,5077,29,Dermatology,2016,04_April
256,5078_15_Paper_Chase_5_-_Can_you_spend_down_malpractice_risk_MM_CN_sps.pdf,5078,15,Risk Management/Medical Errors Prevention,2016,04_April
256,5078_15_Paper_Chase_5_-_Can_you_spend_down_malpractice_risk_MM_CN_sps.pdf,5078,17,Medicolegal,2016,04_April
258,5079_18_Summary_MM_CN_sps.pdf,5079,41,Risk Management,2016,04_April
260,5080_01_Intro_MM_CN_sps.pdf,5080,6,Resuscitation,2016,05_May
260,5080_01_Intro_MM_CN_sps.pdf,5080,15,Risk Management/Medical Errors Prevention,2016,05_May
260,5080_01_Intro_MM_CN_sps.pdf,5080,37,Geriatrics,2016,05_May
260,5080_01_Intro_MM_CN_sps.pdf,5080,55,Urology,2016,05_May
262,5081_02_Breast_Abscess_MM_CN_sps.pdf,5081,9,Infectious Disease,2016,05_May
262,5081_02_Breast_Abscess_MM_CN_sps.pdf,5081,18,Diagnostic Imaging,2016,05_May
262,5081_02_Breast_Abscess_MM_CN_sps.pdf,5081,42,Women's Health,2016,05_May
264,5082_03_Medical_Myths_-_Toxicology_Mythbusting_MM_CN_sps.pdf,5082,2,Toxicology/Pharmacology,2016,05_May
264,5082_03_Medical_Myths_-_Toxicology_Mythbusting_MM_CN_sps.pdf,5082,15,Risk Management/Medical Errors Prevention,2016,05_May
267,5084_04_Perinatal_Disasters_MM_CN_sps.pdf,5084,78,OB/GYN,2016,05_May
269,5085_05_Pediatric_Pearls_-_Pediatric_Thoracic_Trauma_MM_CN_sps.pdf,5085,1,Pediatrics,2016,05_May
269,5085_05_Pediatric_Pearls_-_Pediatric_Thoracic_Trauma_MM_CN_sps.pdf,5085,5,Trauma,2016,05_May
269,5085_05_Pediatric_Pearls_-_Pediatric_Thoracic_Trauma_MM_CN_sps.pdf,5085,18,Diagnostic Imaging,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,15,Risk Management/Medical Errors Prevention,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,17,Medicolegal,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,18,Diagnostic Imaging,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,34,Ultrasound,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,42,Women's Health,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,74,Gynecology,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,79,Permissive Hypotension,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,81,REBOA,2016,05_May
272,5087_06_Ovarian_Torsion_MM_CN_sps.pdf,5087,83,Tranexamic acid,2016,05_May
274,5088_07_Trauma_Surgeons_Gone_WIld_-_Traumatic_Seat_Belt_Signs_MM_CN_sps.pdf,5088,5,Trauma,2016,05_May
274,5088_07_Trauma_Surgeons_Gone_WIld_-_Traumatic_Seat_Belt_Signs_MM_CN_sps.pdf,5088,18,Diagnostic Imaging,2016,05_May
276,5089_08_Is_It_or_Isn't_a_STEMI_MM_CN_sps.pdf,5089,10,Cardiovascular,2016,05_May
276,5089_08_Is_It_or_Isn't_a_STEMI_MM_CN_sps.pdf,5089,15,Risk Management/Medical Errors Prevention,2016,05_May
276,5089_08_Is_It_or_Isn't_a_STEMI_MM_CN_sps.pdf,5089,17,Medicolegal,2016,05_May
276,5089_08_Is_It_or_Isn't_a_STEMI_MM_CN_sps.pdf,5089,35,Electronic Health Records,2016,05_May
279,5091_10_Cardiology_Corner_-_Door_To_Balloon_Time_MM_CN_sps.pdf,5091,10,Cardiovascular,2016,05_May
279,5091_10_Cardiology_Corner_-_Door_To_Balloon_Time_MM_CN_sps.pdf,5091,15,Risk Management/Medical Errors Prevention,2016,05_May
281,5092_09_National_Lecture_Series_-_Wishes_of_Intensivists_MM_CN_sps.pdf,5092,6,Resuscitation,2016,05_May
283,5093_12_Critical_Care_Mailbag_-_Hypotensive_SVT_MM_CN_sps.pdf,5093,5,Trauma,2016,05_May
283,5093_12_Critical_Care_Mailbag_-_Hypotensive_SVT_MM_CN_sps.pdf,5093,6,Resuscitation,2016,05_May
283,5093_12_Critical_Care_Mailbag_-_Hypotensive_SVT_MM_CN_sps.pdf,5093,9,Infectious Disease,2016,05_May
283,5093_12_Critical_Care_Mailbag_-_Hypotensive_SVT_MM_CN_sps.pdf,5093,27,Sepsis,2016,05_May
286,5095_13_Strayerisms__Anaphylaxis_Rebuttal_MM_CN_sps.pdf,5095,2,Toxicology/Pharmacology,2016,05_May
286,5095_13_Strayerisms__Anaphylaxis_Rebuttal_MM_CN_sps.pdf,5095,6,Resuscitation,2016,05_May
286,5095_13_Strayerisms__Anaphylaxis_Rebuttal_MM_CN_sps.pdf,5095,22,Airway,2016,05_May
288,5096_11_The_Happy_MD’s_Guide_to_Physician_Wellness_CN_sps.pdf,5096,20,Administration,2016,05_May
288,5096_11_The_Happy_MD’s_Guide_to_Physician_Wellness_CN_sps.pdf,5096,49,Mental Health,2016,05_May
290,5097_14_Snake_Bites_MM_CN_sps.pdf,5097,2,Toxicology/Pharmacology,2016,05_May
290,5097_14_Snake_Bites_MM_CN_sps.pdf,5097,5,Trauma,2016,05_May
292,5098_15_Annals_of_Emergency_Medicine_-_Penetrating_Neck_Trauma_MM_CN_sps.pdf,5098,5,Trauma,2016,05_May
292,5098_15_Annals_of_Emergency_Medicine_-_Penetrating_Neck_Trauma_MM_CN_sps.pdf,5098,18,Diagnostic Imaging,2016,05_May
292,5098_15_Annals_of_Emergency_Medicine_-_Penetrating_Neck_Trauma_MM_CN_sps.pdf,5098,34,Ultrasound,2016,05_May
294,5099_16_Summary_MM_CN_sps.pdf,5099,40,Professional and Medical Ethics,2016,05_May
294,5099_16_Summary_MM_CN_sps.pdf,5099,50,Stroke,2016,05_May
296,5100_01_Introduction_–_Risk_of_C_Diff_sps.pdf,5100,2,Toxicology/Pharmacology,2016,06_June
296,5100_01_Introduction_–_Risk_of_C_Diff_sps.pdf,5100,9,Infectious Disease,2016,06_June
296,5100_01_Introduction_–_Risk_of_C_Diff_sps.pdf,5100,58,Antibiotic Stewardship,2016,06_June
298,5101_02_PaperChase1sps.pdf,5101,2,Toxicology/Pharmacology,2016,06_June
298,5101_02_PaperChase1sps.pdf,5101,31,Hematology,2016,06_June
301,5103_03_Elissa’s_Story_sps.pdf,5103,4,Neurology,2016,06_June
303,5104_04_PediatricFingertipinjuriessps.pdf,5104,1,Pediatrics,2016,06_June
303,5104_04_PediatricFingertipinjuriessps.pdf,5104,5,Trauma,2016,06_June
303,5104_04_PediatricFingertipinjuriessps.pdf,5104,39,Orthopedics,2016,06_June
305,5105_05_PaperChase2sps.pdf,5105,2,Toxicology/Pharmacology,2016,06_June
305,5105_05_PaperChase2sps.pdf,5105,4,Neurology,2016,06_June
305,5105_05_PaperChase2sps.pdf,5105,5,Trauma,2016,06_June
305,5105_05_PaperChase2sps.pdf,5105,18,Diagnostic Imaging,2016,06_June
305,5105_05_PaperChase2sps.pdf,5105,37,Geriatrics,2016,06_June
307,5106_06_DefibrillationMasterClasssps.pdf,5106,6,Resuscitation,2016,06_June
307,5106_06_DefibrillationMasterClasssps.pdf,5106,10,Cardiovascular,2016,06_June
309,5107_07_National_Lecture_Series_–_Managing_Critical_Kids_sps.pdf,5107,1,Pediatrics,2016,06_June
309,5107_07_National_Lecture_Series_–_Managing_Critical_Kids_sps.pdf,5107,6,Resuscitation,2016,06_June
309,5107_07_National_Lecture_Series_–_Managing_Critical_Kids_sps.pdf,5107,22,Airway,2016,06_June
311,5108_08_LINSessionsps.pdf,5108,1,Pediatrics,2016,06_June
311,5108_08_LINSessionsps.pdf,5108,5,Trauma,2016,06_June
314,5110_09_Trauma_Surgeons_Gone_Wild_–_Shock_and_Trauma_sps.pdf,5110,3,Trauma/Resuscitation,2016,06_June
314,5110_09_Trauma_Surgeons_Gone_Wild_–_Shock_and_Trauma_sps.pdf,5110,4,Neurology,2016,06_June
314,5110_09_Trauma_Surgeons_Gone_Wild_–_Shock_and_Trauma_sps.pdf,5110,18,Diagnostic Imaging,2016,06_June
314,5110_09_Trauma_Surgeons_Gone_Wild_–_Shock_and_Trauma_sps.pdf,5110,34,Ultrasound,2016,06_June
316,5111_10_AnnalsofEmergencyMedicinesps.pdf,5111,23,Pain Management,2016,06_June
316,5111_10_AnnalsofEmergencyMedicinesps.pdf,5111,31,Hematology,2016,06_June
318,5112_11_PaperChase3-TriageSepsisAlertssps.pdf,5112,9,Infectious Disease,2016,06_June
318,5112_11_PaperChase3-TriageSepsisAlertssps.pdf,5112,27,Sepsis,2016,06_June
318,5112_11_PaperChase3-TriageSepsisAlertssps.pdf,5112,35,Electronic Health Records,2016,06_June
320,5113_12_Is_It_or_Isn’t_It_a_STEMI_sps.pdf,5113,10,Cardiovascular,2016,06_June
320,5113_12_Is_It_or_Isn’t_It_a_STEMI_sps.pdf,5113,15,Risk Management/Medical Errors Prevention,2016,06_June
320,5113_12_Is_It_or_Isn’t_It_a_STEMI_sps.pdf,5113,17,Medicolegal,2016,06_June
320,5113_12_Is_It_or_Isn’t_It_a_STEMI_sps.pdf,5113,35,Electronic Health Records,2016,06_June
322,5114_13_Toxicologysps.pdf,5114,1,Pediatrics,2016,06_June
322,5114_13_Toxicologysps.pdf,5114,2,Toxicology/Pharmacology,2016,06_June
324,5115_14_Critical_Care_Mailbag_–_Intubated_Asthmatic_sps.pdf,5115,33,Pulmonary,2016,06_June
324,5115_14_Critical_Care_Mailbag_–_Intubated_Asthmatic_sps.pdf,5115,60,Asthma,2016,06_June
324,5115_14_Critical_Care_Mailbag_–_Intubated_Asthmatic_sps.pdf,5115,62,Critical Care,2016,06_June
327,5117_15_PaperChase4-IbuprofenAloneforSimpleUTIsps.pdf,5117,2,Toxicology/Pharmacology,2016,06_June
327,5117_15_PaperChase4-IbuprofenAloneforSimpleUTIsps.pdf,5117,9,Infectious Disease,2016,06_June
327,5117_15_PaperChase4-IbuprofenAloneforSimpleUTIsps.pdf,5117,42,Women's Health,2016,06_June
327,5117_15_PaperChase4-IbuprofenAloneforSimpleUTIsps.pdf,5117,47,Genitourinary,2016,06_June
329,5118_16_TreatingFamilyMemberssps.pdf,5118,15,Risk Management/Medical Errors Prevention,2016,06_June
329,5118_16_TreatingFamilyMemberssps.pdf,5118,17,Medicolegal,2016,06_June
329,5118_16_TreatingFamilyMemberssps.pdf,5118,40,Professional and Medical Ethics,2016,06_June
331,5119_17_National_Lecture_Series_–_Utility_of_the_CRP_sps.pdf,5119,9,Infectious Disease,2016,06_June
331,5119_17_National_Lecture_Series_–_Utility_of_the_CRP_sps.pdf,5119,38,Laboratory,2016,06_June
333,5120_18_PaperChase5sps.pdf,5120,18,Diagnostic Imaging,2016,06_June
333,5120_18_PaperChase5sps.pdf,5120,28,Decision Instruments,2016,06_June
333,5120_18_PaperChase5sps.pdf,5120,31,Hematology,2016,06_June
333,5120_18_PaperChase5sps.pdf,5120,33,Pulmonary,2016,06_June
333,5120_18_PaperChase5sps.pdf,5120,38,Laboratory,2016,06_June
335,5121_19_Summary_–_From_The_EM_sps.pdf,5121,5,Trauma,2016,06_June
335,5121_19_Summary_–_From_The_EM_sps.pdf,5121,10,Cardiovascular,2016,06_June
337,5122_01_JulyIntro_MM_CNsps.pdf,5122,5,Trauma,2016,07_July
337,5122_01_JulyIntro_MM_CNsps.pdf,5122,23,Pain Management,2016,07_July
337,5122_01_JulyIntro_MM_CNsps.pdf,5122,33,Pulmonary,2016,07_July
339,5123_02_CardiologyCorner_MM_CNsps.pdf,5123,10,Cardiovascular,2016,07_July
339,5123_02_CardiologyCorner_MM_CNsps.pdf,5123,15,Risk Management/Medical Errors Prevention,2016,07_July
339,5123_02_CardiologyCorner_MM_CNsps.pdf,5123,17,Medicolegal,2016,07_July
342,5125_03_TibialplateaufractureP1_MMsps.pdf,5125,5,Trauma,2016,07_July
342,5125_03_TibialplateaufractureP1_MMsps.pdf,5125,39,Orthopedics,2016,07_July
344,5126_04_PediatricSyncope_MM_CN.pdf,5126,1,Pediatrics,2016,07_July
344,5126_04_PediatricSyncope_MM_CN.pdf,5126,10,Cardiovascular,2016,07_July
346,5127_05_CriticalCareMailbag_MM_CNsps.pdf,5127,6,Resuscitation,2016,07_July
346,5127_05_CriticalCareMailbag_MM_CNsps.pdf,5127,22,Airway,2016,07_July
348,5128_06_EDflow_MM_CNsps.pdf,5128,20,Administration,2016,07_July
348,5128_06_EDflow_MM_CNsps.pdf,5128,41,Risk Management,2016,07_July
350,5129_07_Strayerisms_MM_CNsps.pdf,5129,18,Diagnostic Imaging,2016,07_July
350,5129_07_Strayerisms_MM_CNsps.pdf,5129,21,Pharmacology/ Toxicology,2016,07_July
350,5129_07_Strayerisms_MM_CNsps.pdf,5129,26,Pulmonary Embolism,2016,07_July
350,5129_07_Strayerisms_MM_CNsps.pdf,5129,28,Decision Instruments,2016,07_July
350,5129_07_Strayerisms_MM_CNsps.pdf,5129,31,Hematology,2016,07_July
350,5129_07_Strayerisms_MM_CNsps.pdf,5129,38,Laboratory,2016,07_July
350,5129_07_Strayerisms_MM_CNsps.pdf,5129,41,Risk Management,2016,07_July
352,5130_08_Trolling_MM_CNsps.pdf,5130,2,Toxicology/Pharmacology,2016,07_July
352,5130_08_Trolling_MM_CNsps.pdf,5130,9,Infectious Disease,2016,07_July
352,5130_08_Trolling_MM_CNsps.pdf,5130,28,Decision Instruments,2016,07_July
355,5132_09_Lyme_MM_CNsps.docx_(1).pdf,5132,9,Infectious Disease,2016,07_July
355,5132_09_Lyme_MM_CNsps.docx_(1).pdf,5132,21,Pharmacology/ Toxicology,2016,07_July
357,5133_10_TibialPart2_MM_CNsps.pdf,5133,5,Trauma,2016,07_July
357,5133_10_TibialPart2_MM_CNsps.pdf,5133,39,Orthopedics,2016,07_July
359,5134_11_AwakeIntubation_MM_CNsps.pdf,5134,22,Airway,2016,07_July
